ReactionID,ReactionName,Subsystem,WD_mean,SCD_mean,MeanDiff,log2FC,t_statistic,p_value,Cohen_d,WD_n,SCD_n,q_value,Significant,Direction
EX_leuktrD4_e,Leukotriene D4 exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
3HBCDm,"3-hydroxybutyryl-CoA dehydratase, mitochondrial",Butanoate Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
25VITD2Hm,1-alpha-Vitamin D-25-hydroxylase (D2),Vitamin D,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
25VITD3Hm,1-alpha-Vitamin D-25-hydroxylase (D3),Vitamin D,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
2AMACSULT,2-Aminoacrylate sulfotransferase,Cysteine Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_leuktrE4_e,Leukotriene E4 exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_leuktrF4_e,Leukotriene F4 exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_lgnc_e,Lignoceric acid exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
41R1H2MAE12BOOX,"4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)",Tyrosine metabolism,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
41R2A1H12BOOX,"4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)",Tyrosine metabolism,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_limnen_e,Limonene exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
5AOPtm,5 Aminolevulinate mitochondrial transport,Heme Biosynthesis,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_lipoate_e,Lipoate exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
42A12BOOX,"4-(2-Aminoethyl)-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)",Tyrosine metabolism,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
25HVITD3tm,25-hydroxyvitamin D3 transport from mitochondria,"Transport, Mitochondrial",0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
13DAMPPOX,"1,3-Diaminopropane:oxygen oxidoreductase (deaminating)",beta-Alanine metabolism,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
1MNCAMti,N1-Methylnicotinamide transport,"Transport, Extracellular",0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
1a_24_25VITD2Hm,"1-alpha-Vitamin D-24,25-hydroxylase (D2)",Vitamin D,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
1a_24_25VITD3Hm,"1-alpha-Vitamin D-24,25-hydroxylase (D3)",Vitamin D,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
1a_25VITD2Hm,"1-alpha,24R,25-Vitamin D-hydroxylase (D2)",Vitamin D,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
3HKYNAKGAT,3-Hydroxy-L-kynurenine:2-oxoglutarate aminotransferase,Tryptophan metabolism,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
1a_25VITD3Hm,"1-alpha,24R,25-Vitamin D-hydroxylase (D3)",Vitamin D,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_lcts_e,Lactose exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
24_25DHVITD2t,"24,25-Dihydroxyvitamin D2 transport from cytoplasm","Transport, Extracellular",0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
24_25DHVITD2tm,"24,25-Dihydroxyvitamin D2 transport from mitochondria","Transport, Mitochondrial",0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
24_25DHVITD3t,"24,25-Dihydroxyvitamin D3 transport from cytoplasm","Transport, Extracellular",0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
25HVITD2t,25-hydroxyvitamin D2 transport from cytoplasm,"Transport, Extracellular",0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
3HPCOAHYD,3-hydroxyisobutyryl-CoA hydrolase,beta-Alanine metabolism,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_leuktrA4_e,Leukotriene A4 exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
3HPPD,3-hydroxypropionate dehydrogenase,Propanoate Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
3HXKYNDCL,3-Hydroxykynurenamine decarboxy-lyase,Tryptophan metabolism,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
24_25VITD2Hm,24R-Vitamin D-25-hydroxylase (D2),Vitamin D,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
24_25VITD3Hm,24R-Vitamin D-25-hydroxylase (D3),Vitamin D,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
3HXKYNOXDA,3-Hydroxykynurenamine:oxygen oxidoreductase(deaminating)(flavin-containing),Tryptophan metabolism,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_leuktrB4_e,Leukotriene B4 exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
3M4HDXPAC,3-Methoxy-4-hydroxyphenylacetaldehyde:NAD+ oxidoreductase,Tyrosine metabolism,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
3MLDAt,3MLDA extracellular transport via diffusion,"Transport, Extracellular",0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
24NPHte,Xenobiotic transport,"Transport, Extracellular",0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_leuktrC4_e,Leukotriene C4 exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
24_25DHVITD3tm,"24,25-Dihydroxyvitamin D3 transport from mitochondria","Transport, Mitochondrial",0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs_e,(Gal)6 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1 exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_galgalgalthcrm_hs_e,Gal-Gal-Gal-Gal-Gal-Glc-Cer (homo sapiens) exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_gam_e,D-Glucosamine exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_ha_e,Hyaluronan exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_gbside_hs_e,Globoside (homo sapiens) exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_gchola_e,Glycocholate exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_gd1b2_hs_e,GD1beta (homo sapiens) exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_rbt_e,Ribitol exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_retfa_e,Fatty acid retinol exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_gd1c_hs_e,GD1c (homo sapiens) exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_ha_pre1_e,"Hyaluronan biosynthesis, precursor 1 exchange",Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_thmtp_e,Thiamin triphosphate exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_gdp_e,GDP exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_retinol_9_cis_e,9-cis-retinol exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_retinol_cis_11_e,Cis-11-retinol exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_retnglc_e,Retinoyl glucuronide exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_retpalm_SPACE_deleted_SPACE_10_09_2005_SPACE_SPACE_06_COLON_18_COLON_49_SPACE_PM_e,EX retpalm,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_gluala_e,5-L-Glutamyl-L-alanine exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_glyb_e,Glycine betaine exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_glygn2_e,"Glycogen, structure 2 (glycogenin-1,6-{7[1,4-Glc], 4[1,4-Glc]}) exchange",Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_glygn4_e,"Glycogen, structure 4 (glycogenin-1,6-{2[1,4-Glc], [1,4-Glc]}) exchange",Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_ribflv_e,Riboflavin exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_hcoumarin_e,Hydroxy coumarin exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_gdchola_e,Glycochenodeoxycholate exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_fucacngal14acglcgalgluside_hs_e,"IV3-a-NeuAc,III3-a-Fuc-nLc4Cer exchange",Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_fucacngalacglcgalgluside_hs_e,"IV3-a-Neu5Ac,III4-a-Fuc-Lc4Cer exchange",Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_ppa_e,Propionate exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_prgstrn_e,Progesterone exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_fucfuc12gal14acglcgalgluside_hs_e,Ley glycolipid exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_pro__D_e,D-Proline exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_fucfuc132galacglcgal14acglcgalgluside_hs_e,"V3Fuc,III3Fuc-nLc6Cer exchange",Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs_e,(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)3 (Cer)1 exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_fucfucfucgalacglcgal14acglcgalgluside_hs_e,(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)3 (Cer)1 exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_prostgd2_e,Prostaglandin D2 exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_prostge1_e,Prostaglandin E1 exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_pydxn_e,Pyridoxine exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_prostgf2_e,Prostaglandin F2alpha exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_ps_hs_e,Phosphatidylserine (homo sapiens) exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_ptdca_e,Pentadecanoate exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_pydam_e,Pyridoxamine exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_fucfucgalacglcgalgluside_hs_e,Leb glycolipid exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_fucgal14acglcgalgluside_hs_e,Lacto-N-fucopentaosyl III ceramide exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_fucgalfucgalacglcgalgluside_hs_e,(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1 exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_fucgalgbside_hs_e,Fucosyl galactosylgloboside (homo sapiens) exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_galacglcgalgbside_hs_e,Gal-GlcNAc-Gal globoside (homo sapiens) exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_galfuc12gal14acglcgalgluside_hs_e,(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1 exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_galfucgalacglcgal14acglcgalgluside_hs_e,(Gal)4 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1 exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_pydx_e,Pyridoxal exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_prostge2_e,Prostaglandin E2 exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_tsul_e,Thiosulfate exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_tag_hs_e,Triacylglycerol (homo sapiens) exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_hpdca_e,Heptadecanoate exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_tag__D_e,D Tagatose exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_txa2_e,Thromboxane A2 exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_hspg_e,Heparan sulfate proteoglycan exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_taxol_e,Paclitaxel exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_tchola_e,Taurocholic acid exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_tymsf_e,Tyramine O-sulfate exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_udp_e,UDP exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_tcynt_e,Thiocyanate exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_glygn5_e,"Glycogen, structure 5 (glycogenin-2[1,4-Glc]) exchange",Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_htaxol_e,Hydroxylated taxol exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_tethex3_e,"Tetracosahexaenoic acid, n-3 exchange",Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_ump_e,UMP exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_tetpent3_e,"Tetracosapentaenoic acid, n-3 exchange",Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_tetpent6_e,"Tetracosapentaenoic acid, n-6 exchange",Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_tettet6_e,Tetracosatetraenoic acid n-6 exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_thf_e,"5,6,7,8-Tetrahydrofolate exchange",Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_thm_e,Thiamin exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_urate_e,Urate exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_uri_e,Uridine exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_utp_e,UTP exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_thmmp_e,Thiamin monophosphate exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_tdchola_e,Taurochenodeoxycholate exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_gmp_e,GMP exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_gp1c_hs_e,GP1c (homo sapiens) exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_gp1calpha_hs_e,GP1c alpha  (homo sapiens) exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_s2l2fn2m2masn_e,PA6 exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_s2l2n2m2masn_e,De-Fuc form of PA6 exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_sarcs_e,Sarcosine exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_sel_e,Selenate exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_hestratriol_e,"4,17 dihydroxy estradiol exchange",Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_ser__D_e,D-Serine exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_hexc_e,Hexacosanoate  n C260  exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_sl__L_e,L-sulfolactate exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_hom__L_e,L-Homoserine exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_spc_hs_e,Sphingosylphosphorylcholine (homo sapiens) exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_sph1p_e,Sphinganine 1-phosphate exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_sphs1p_e,Sphingosine 1-phosphate exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_tolbutamide_e,Tolbutamide exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_tre_e,Trehalose exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_triodthysuf_e,Triiodothyronine sulfate exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_strch1_e,"Starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]}) exchange",Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_strch2_e,"Starch, structure 2 (1,6-{2[1,4-Glc], [1,4-Glc]}) exchange",Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_tststerone_e,Testosterone exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_tststeroneglc_e,Testosterone glucuronide exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_sucr_e,Sucrose exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_tststerones_e,Testosterone sulfate exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
EX_tmndnc_e,Timnodonic acid exchange,Extracellular exchange,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FPGS8,Folylpolyglutamate synthetase (10fthf),Folate Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FPGS8m,"Folylpolyglutamate synthetase (10fthf), mitochondrial",Folate Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FPGS9,Folylpolyglutamate synthetase (10fthf),Folate Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FPGS9m,"Folylpolyglutamate synthetase (10fthf), mitochondrial",Folate Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FPGSm,"Folylpolyglutamate synthetase, mitochondrial",Folate Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FRDPtc,"Lipid, flip-flop intracellular transport","Transport, Peroxisomal",0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FRTT,Farnesyltranstransferase,Cholesterol Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FTHFCL,5 formethyltetrahydrofolate cyclo ligase,Folate Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FTHFLi,Formate-tetrahydrofolate ligase,Folate Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FUC13GALACGLCGAL14ACGLCGALGLUSIDEte,Blood group intracellular transport,"Transport, Extracellular",0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FUC13GALACGLCGAL14ACGLCGALGLUSIDEtg,Blood group intracellular transport,"Transport, Golgi Apparatus",0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
CYTK3n,"Cytidylate kinase (dCMP,CTP),nuclear",Nucleotides,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FUC14GALACGLCGALGLUSIDEtg,Blood group intracellular transport,"Transport, Golgi Apparatus",0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FUCACGALFUCGALACGLCGALGLUSIDEte,Blood group intracellular transport,"Transport, Extracellular",0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FUCACGALFUCGALACGLCGALGLUSIDEtg,Blood group intracellular transport,"Transport, Golgi Apparatus",0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FUCACNGAL14ACGLCGALGLUSIDEte,Blood group intracellular transport,"Transport, Extracellular",0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FUCACNGAL14ACGLCGALGLUSIDEtg,Blood group intracellular transport,"Transport, Golgi Apparatus",0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FUCACNGALACGLCGALGLUSIDEte,Blood group intracellular transport,"Transport, Extracellular",0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FUCACNGALACGLCGALGLUSIDEtg,Blood group intracellular transport,"Transport, Golgi Apparatus",0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FUCASE2e,"Alpha-fucosidase, extracellular",Keratan sulfate degradation,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FUCASE2ly,"Alpha-fucosidase, lysosomal",Keratan sulfate degradation,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FUCASEe,"Alpha-fucosidase, extracellular",N-Glycan Degradation,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FUCASEly,"Alpha-fucosidase, lysosomal",N-Glycan Degradation,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FUC14GALACGLCGALGLUSIDEte,Blood group intracellular transport,"Transport, Extracellular",0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FAS160COA,Fatty acyl CoA synthase  n C160CoA ,Fatty acid elongation,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FAS180COA,Fatty acyl CoA synthase  n C180CoA ,Fatty acid elongation,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FAS80COA_L,Fatty acyl CoA synthase  n C80CoA   lumped reaction,Fatty acid elongation,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FBA5,D-Tagatose 1-phosphate D-glyceraldehyde-3-phosphate-lyase,Galactose metabolism,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FBP,Fructose-bisphosphatase,Glycolysis/Gluconeogenesis,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FBP26,Fructose 2 6 bisphosphate 2 phosphatase,Fructose and Mannose Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FCLTm,Ferrochelatase  mitochondrial,Heme Biosynthesis,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FCOAH,Formyl coa hydrolase,Fatty Acid Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FE2t,Iron  II  transport,"Transport, Extracellular",0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FE2tm,Iron (II) transport,"Transport, Mitochondrial",0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FK,Fucokinase,Fructose and Mannose Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FPGS7m,"Folylpolyglutamate synthetase (10fthf), mitochondrial",Folate Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FORMCOAtx,Formyl coa transport,"Transport, Peroxisomal",0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FORtrn,"Formate transport, nuclear","Transport, Nuclear",0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FPGS,Folylpolyglutamate synthetase,Folate Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FPGS2,Folylpolyglutamate synthetase,Folate Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FPGS2m,"Folylpolyglutamate synthetase, mitochondrial",Folate Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FPGS3,Folylpolyglutamate synthetase,Folate Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FPGS3m,"Folylpolyglutamate synthetase, mitochondrial",Folate Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
FPGS4,Folylpolyglutamate synthetase (DHF),Folate Metabolism,0.0,0.0,0.0,0.0,,,0.0,12,37,1.0,False,Down
